SK_ID_CURR,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_CONTRACT_TYPE,OCCUPATION_TYPE,AMT_INCOME_TOTAL,FLAG_OWN_REALTY,CODE_GENDER,NAME_FAMILY_STATUS,BURO_AMT_CREDIT_SUM_DEBT_SUM
100169,540000.0,27702.0,540000.0,Cash loans,,135000.0,Y,F,Separated,97011.0
100170,1313212.5,42493.5,1012500.0,Cash loans,Laborers,337500.0,Y,M,Married,315670.5
100171,539100.0,29245.5,450000.0,Cash loans,Drivers,157500.0,Y,M,Married,2648639.0700000003
100172,225000.0,12334.5,225000.0,Cash loans,Laborers,76500.0,Y,F,Civil marriage,58041.0
100184,256032.0,10759.5,180000.0,Cash loans,,112500.0,Y,F,Widow,711540.0
100187,501363.0,25726.5,418500.0,Cash loans,,225000.0,Y,F,Married,1875802.5
100212,450000.0,23107.5,450000.0,Cash loans,Core staff,90000.0,N,F,Married,16299.0
100222,945000.0,34074.0,945000.0,Cash loans,,360000.0,Y,F,Married,3242268.1799999997
100223,490374.0,35811.0,400500.0,Cash loans,Managers,180000.0,N,F,Married,6466366.665
100232,335592.0,21577.5,265500.0,Cash loans,Core staff,102150.0,N,F,Married,192595.5
100241,431280.0,17797.5,360000.0,Cash loans,Laborers,67500.0,N,F,Married,1124.505
100245,364896.0,20947.5,315000.0,Cash loans,Laborers,112500.0,N,F,Married,1036881.0
100253,819792.0,39568.5,720000.0,Cash loans,Accountants,171000.0,Y,F,Separated,0.0
100256,119925.0,13563.0,112500.0,Cash loans,Core staff,121500.0,Y,M,Single / not married,25587.0
100271,1800000.0,98770.5,1800000.0,Cash loans,,270000.0,Y,F,Married,0.0
100278,450000.0,35685.0,450000.0,Cash loans,Sales staff,121500.0,Y,F,Married,974488.5
100280,513040.5,61015.5,472500.0,Cash loans,Managers,405000.0,Y,M,Married,1853590.5
100306,360000.0,28570.5,360000.0,Cash loans,Sales staff,112500.0,N,M,Single / not married,14958.0
100311,247500.0,12766.5,247500.0,Cash loans,Medicine staff,175500.0,Y,F,Married,288200.33999999997
100312,463500.0,33921.0,463500.0,Cash loans,,67500.0,N,M,Married,113854.5
100330,539100.0,27652.5,450000.0,Cash loans,Core staff,211500.0,Y,F,Married,6312168.0
100331,792162.0,40576.5,630000.0,Cash loans,Drivers,225000.0,Y,M,Married,
100352,729792.0,37390.5,630000.0,Cash loans,Drivers,180000.0,Y,M,Married,1813131.3599999999
100358,798777.0,51178.5,697500.0,Cash loans,Laborers,202500.0,Y,F,Married,2748744.36
100367,261000.0,26874.0,261000.0,Cash loans,Laborers,157500.0,N,M,Married,0.0
100382,431280.0,22149.0,360000.0,Cash loans,Managers,180000.0,N,M,Married,9504072.0
100384,360000.0,28570.5,360000.0,Cash loans,Medicine staff,112500.0,Y,F,Married,85648.5
100385,544500.0,42268.5,544500.0,Cash loans,,229500.0,N,M,Married,1332774.0
100386,207396.0,13383.0,157500.0,Cash loans,Core staff,202500.0,Y,F,Civil marriage,828706.5
100399,1024740.0,43546.5,900000.0,Cash loans,,360000.0,N,M,Married,1082421.0
100404,2013840.0,83110.5,1800000.0,Cash loans,Managers,270000.0,Y,F,Married,0.0
100416,869049.0,31342.5,733500.0,Cash loans,Sales staff,157500.0,N,F,Married,0.0
100422,315000.0,16213.5,315000.0,Cash loans,Laborers,180000.0,N,M,Married,89725.5
100426,1125000.0,65313.0,1125000.0,Cash loans,Core staff,157500.0,Y,F,Married,1629299.43
100438,450000.0,23107.5,450000.0,Cash loans,Sales staff,144000.0,Y,F,Married,0.0
100444,300735.0,16443.0,243000.0,Cash loans,,202500.0,N,M,Married,563260.5
100445,278505.0,15237.0,211500.0,Cash loans,Laborers,135000.0,N,M,Single / not married,
100446,594121.5,30465.0,472500.0,Cash loans,Core staff,157500.0,N,M,Single / not married,17793.0
100447,130320.0,9873.0,112500.0,Cash loans,,99000.0,Y,F,Married,54868.5
100450,90000.0,7110.0,90000.0,Cash loans,,40500.0,Y,F,Married,635562.0
100466,261801.0,18747.0,234000.0,Cash loans,Managers,175500.0,Y,F,Married,1646284.5
100483,675000.0,25578.0,675000.0,Cash loans,Core staff,202500.0,Y,F,Married,251968.5
100484,1907010.0,66415.5,1741500.0,Cash loans,Core staff,202500.0,Y,F,Married,0.0
100494,675000.0,36747.0,675000.0,Cash loans,Sales staff,135000.0,Y,F,Civil marriage,0.0
100510,405000.0,21969.0,405000.0,Cash loans,Drivers,315000.0,N,M,Single / not married,2137279.5
100512,130320.0,13815.0,112500.0,Cash loans,,92250.0,Y,F,Single / not married,431356.5
100517,630000.0,32296.5,630000.0,Cash loans,Sales staff,279000.0,Y,F,Married,5576026.5
100548,156384.0,11821.5,135000.0,Cash loans,,87750.0,Y,F,Single / not married,91471.5
100551,981360.0,31788.0,720000.0,Cash loans,,144000.0,Y,F,Married,255375.0
100552,269982.0,32170.5,238500.0,Cash loans,Laborers,180000.0,Y,M,Married,3271824.0
100553,165915.0,10278.0,126000.0,Cash loans,,126000.0,N,M,Single / not married,0.0
100561,67500.0,8140.5,67500.0,Cash loans,Laborers,180000.0,Y,M,Married,1069652.025
100568,312768.0,24709.5,270000.0,Cash loans,Sales staff,112500.0,N,M,Married,422599.5
100569,400392.0,42174.0,360000.0,Cash loans,Core staff,225000.0,Y,F,Married,
100591,328405.5,26077.5,283500.0,Cash loans,Security staff,180000.0,Y,M,Married,
100592,831730.5,30006.0,702000.0,Cash loans,,180000.0,Y,F,Widow,451507.5
100602,450000.0,23008.5,450000.0,Cash loans,Medicine staff,99000.0,N,F,Single / not married,
100607,450000.0,23107.5,450000.0,Cash loans,Laborers,135000.0,Y,M,Married,1082175.03
100613,526491.0,24525.0,454500.0,Cash loans,,45000.0,Y,M,Married,
100617,481176.0,24696.0,360000.0,Cash loans,Core staff,202500.0,Y,F,Married,476608.5
100618,781920.0,39924.0,675000.0,Cash loans,Laborers,202500.0,N,F,Married,1708218.0
100622,111384.0,9058.5,90000.0,Cash loans,Laborers,67500.0,N,M,Single / not married,9360.0
100625,735579.0,32400.0,585000.0,Cash loans,Private service staff,112500.0,N,F,Married,
100677,402214.5,22459.5,328500.0,Cash loans,Core staff,252000.0,Y,F,Married,8403989.76
100699,323460.0,23134.5,270000.0,Cash loans,Laborers,225000.0,Y,M,Married,1377094.5
100702,315000.0,25015.5,315000.0,Cash loans,Sales staff,175500.0,Y,M,Civil marriage,181138.5
100711,1525482.0,63085.5,1363500.0,Cash loans,High skill tech staff,180000.0,Y,F,Married,155587.77000000002
100729,180000.0,14220.0,180000.0,Cash loans,High skill tech staff,112500.0,N,M,Married,0.0
100740,296280.0,21559.5,225000.0,Cash loans,Laborers,67500.0,N,F,Married,
100744,225000.0,17905.5,225000.0,Cash loans,Sales staff,144000.0,Y,F,Married,
100745,900000.0,29034.0,900000.0,Cash loans,Medicine staff,135000.0,Y,F,Married,3584.475
100747,691551.0,54769.5,625500.0,Cash loans,Drivers,495000.0,Y,M,Civil marriage,3988518.255
100751,450000.0,14517.0,450000.0,Cash loans,Medicine staff,67500.0,N,F,Married,1258245.0
100752,675000.0,27229.5,675000.0,Cash loans,,135000.0,Y,M,Married,0.0
100753,156384.0,18688.5,135000.0,Cash loans,Sales staff,180000.0,Y,F,Civil marriage,983036.79
100754,364500.0,13221.0,364500.0,Cash loans,Drivers,135000.0,Y,M,Married,2389235.175
100760,224149.5,22297.5,193500.0,Cash loans,Laborers,90000.0,Y,M,Married,0.0
100762,225000.0,20637.0,225000.0,Cash loans,Sales staff,180000.0,N,F,Married,1023354.0
100763,571486.5,24340.5,454500.0,Cash loans,,157500.0,Y,F,Civil marriage,0.0
100765,136287.0,8847.0,103500.0,Cash loans,Laborers,112500.0,N,F,Married,0.0
100770,697500.0,33687.0,697500.0,Cash loans,Sales staff,202500.0,N,M,Married,1334057.355
100772,1096020.0,56092.5,900000.0,Cash loans,Laborers,315000.0,N,M,Married,185540.44499999998
100777,1024740.0,52452.0,900000.0,Cash loans,Managers,360000.0,Y,M,Married,13759301.925
100791,276277.5,17784.0,238500.0,Cash loans,Laborers,135000.0,N,F,Married,41598.0
100792,276277.5,17784.0,238500.0,Cash loans,,90000.0,Y,F,Married,0.0
100797,1055655.0,38047.5,891000.0,Cash loans,Accountants,180000.0,Y,F,Married,439659.0
100823,585000.0,29997.0,585000.0,Cash loans,Laborers,202500.0,Y,M,Married,0.0
100826,450000.0,14517.0,450000.0,Cash loans,Core staff,202500.0,N,F,Married,1190808.0
100830,625536.0,31936.5,540000.0,Cash loans,,112500.0,N,F,Married,437512.5
100836,234576.0,20263.5,202500.0,Cash loans,Laborers,67500.0,N,M,Married,16627.5
100872,1024740.0,49428.0,900000.0,Cash loans,Drivers,135000.0,Y,M,Married,898415.73
100910,67500.0,7218.0,67500.0,Cash loans,Managers,202500.0,N,F,Civil marriage,1420186.5
100913,720000.0,30505.5,720000.0,Cash loans,,157500.0,Y,F,Married,60034.5
100918,118512.0,7573.5,90000.0,Cash loans,Laborers,180000.0,N,M,Married,0.0
100931,260640.0,25906.5,225000.0,Cash loans,Drivers,189000.0,Y,M,Married,49351.5
100952,675000.0,34596.0,675000.0,Cash loans,Laborers,112500.0,Y,M,Married,0.0
100953,573408.0,29407.5,495000.0,Cash loans,,225000.0,N,M,Single / not married,69192.0
100965,202500.0,13068.0,202500.0,Cash loans,Security staff,90000.0,N,F,Married,427797.0
100970,599778.0,27792.0,477000.0,Cash loans,,112500.0,Y,F,Single / not married,84235.5
100982,481176.0,23148.0,360000.0,Cash loans,Sales staff,112500.0,Y,F,Civil marriage,4788.0
100983,625536.0,32067.0,540000.0,Cash loans,Drivers,315000.0,Y,M,Married,2506414.5
100984,675000.0,21775.5,675000.0,Cash loans,Accountants,180000.0,N,F,Married,5305.5
100987,500490.0,59526.0,450000.0,Cash loans,Laborers,270000.0,Y,M,Married,0.0
100997,199152.0,10296.0,135000.0,Cash loans,Secretaries,180000.0,Y,F,Single / not married,153738.0
100998,601470.0,30838.5,450000.0,Cash loans,Laborers,112500.0,N,M,Married,178038.0
101002,257391.0,27157.5,238500.0,Cash loans,Managers,90000.0,Y,M,Married,231187.5
101005,900000.0,55062.0,900000.0,Cash loans,Laborers,157500.0,Y,M,Married,
101008,497520.0,39307.5,450000.0,Cash loans,,135000.0,Y,M,Single / not married,
101020,332946.0,16146.0,238500.0,Cash loans,,90000.0,Y,F,Married,0.0
101021,225000.0,23755.5,225000.0,Cash loans,,180000.0,Y,F,Married,0.0
101024,582804.0,29884.5,463500.0,Cash loans,,333000.0,N,M,Married,847217.925
101025,375408.0,29790.0,297000.0,Cash loans,Security staff,81000.0,Y,M,Married,202772.79
101026,450000.0,22977.0,450000.0,Cash loans,Managers,193500.0,N,F,Widow,984379.5
101031,174132.0,18414.0,157500.0,Cash loans,,180000.0,N,M,Married,0.0
101041,454500.0,17262.0,454500.0,Cash loans,Core staff,202500.0,Y,F,Separated,1190263.5
101051,400392.0,41157.0,360000.0,Cash loans,Accountants,180000.0,N,F,Married,1587636.585
101055,157500.0,11457.0,157500.0,Cash loans,,90000.0,Y,F,Single / not married,215343.0
101056,358344.0,28440.0,283500.0,Cash loans,Sales staff,112500.0,N,F,Married,57631.5
101057,202500.0,16128.0,202500.0,Cash loans,Laborers,112500.0,Y,M,Married,160587.0
101064,112500.0,12244.5,112500.0,Cash loans,,63000.0,Y,F,Married,305950.5
101079,547344.0,26460.0,472500.0,Cash loans,Managers,135000.0,Y,F,Widow,32008.5
101087,135000.0,14305.5,135000.0,Cash loans,Managers,211500.0,Y,M,Married,1225377.0
101090,460692.0,19363.5,301500.0,Cash loans,,180000.0,Y,F,Separated,0.0
101092,1024740.0,49428.0,900000.0,Cash loans,,81000.0,Y,F,Married,1046326.5
101097,755550.0,30465.0,562500.0,Cash loans,Cleaning staff,135000.0,Y,F,Single / not married,408892.45499999996
101099,186700.5,8982.0,186700.5,Cash loans,,99000.0,Y,F,Single / not married,1128321.0
101107,525735.0,48348.0,450000.0,Cash loans,Laborers,157500.0,Y,F,Married,0.0
101118,651960.0,27535.5,450000.0,Cash loans,Sales staff,157500.0,Y,F,Married,128515.5
101125,1024740.0,52452.0,900000.0,Cash loans,Drivers,225000.0,Y,M,Married,1145736.0
101126,431280.0,22149.0,360000.0,Cash loans,,99000.0,N,F,Married,0.0
101128,675000.0,69165.0,675000.0,Cash loans,,337500.0,Y,M,Married,0.0
101136,104256.0,11358.0,90000.0,Cash loans,,94500.0,Y,F,Single / not married,
101140,450000.0,35554.5,450000.0,Cash loans,Laborers,112500.0,N,F,Married,1632198.915
101149,407520.0,24930.0,360000.0,Cash loans,,135000.0,N,F,Separated,
101160,573408.0,31234.5,495000.0,Cash loans,,225000.0,Y,F,Single / not married,
101169,717021.0,52308.0,612000.0,Cash loans,Laborers,225000.0,Y,M,Married,0.0
101181,1085058.0,52330.5,891000.0,Cash loans,Laborers,225000.0,Y,F,Married,132579.0
101186,305640.0,33043.5,270000.0,Cash loans,Accountants,157500.0,Y,F,Married,225000.0
101190,252000.0,11227.5,252000.0,Cash loans,Sales staff,135000.0,N,F,Married,29169.0
101193,364896.0,22450.5,315000.0,Cash loans,,94500.0,Y,M,Married,
101194,343800.0,11871.0,225000.0,Cash loans,,67500.0,N,F,Married,399460.5
101198,405000.0,37273.5,405000.0,Cash loans,High skill tech staff,135000.0,Y,M,Single / not married,74409.3
101200,270000.0,17253.0,270000.0,Cash loans,Private service staff,292500.0,N,F,Separated,686929.5
101204,622413.0,30073.5,495000.0,Cash loans,,180000.0,N,M,Married,0.0
101211,378706.5,19336.5,306000.0,Cash loans,,198000.0,N,F,Married,1037911.5
101213,272520.0,16803.0,225000.0,Cash loans,,90000.0,Y,F,Married,82764.0
101223,180000.0,14350.5,180000.0,Cash loans,Sales staff,157500.0,Y,F,Married,3086920.485
101225,502497.0,36693.0,454500.0,Cash loans,Sales staff,216000.0,Y,F,Married,
101237,311877.0,15003.0,252000.0,Cash loans,,112500.0,Y,F,Widow,368086.5
101243,314055.0,13329.0,238500.0,Cash loans,,90000.0,Y,F,Married,379566.0
101244,225000.0,27994.5,225000.0,Cash loans,Laborers,81000.0,Y,F,Married,0.0
101258,500490.0,52686.0,450000.0,Cash loans,,135000.0,Y,F,Married,3097872.0
101259,318069.0,25632.0,265500.0,Cash loans,,81000.0,N,F,Civil marriage,55786.5
101268,292500.0,34843.5,292500.0,Cash loans,High skill tech staff,157500.0,Y,M,Married,25650.0
101269,171000.0,13360.5,171000.0,Cash loans,Sales staff,171000.0,Y,F,Married,931005.0
101271,509400.0,28444.5,450000.0,Cash loans,Laborers,135000.0,Y,F,Married,264756.6
101279,334152.0,14287.5,270000.0,Cash loans,,67500.0,Y,F,Married,
101281,248760.0,25618.5,225000.0,Cash loans,,225000.0,Y,F,Widow,9000.0
101287,500490.0,52686.0,450000.0,Cash loans,Sales staff,157500.0,N,F,Married,0.0
101292,521568.0,22054.5,360000.0,Cash loans,,126000.0,Y,F,Separated,
101294,395766.0,20335.5,283500.0,Cash loans,,135000.0,Y,F,Married,1647732.06
101296,817560.0,30951.0,675000.0,Cash loans,,90000.0,Y,F,Married,431713.08
101297,225000.0,22383.0,225000.0,Cash loans,Core staff,202500.0,Y,F,Civil marriage,179563.5
101299,1350000.0,41904.0,1350000.0,Cash loans,High skill tech staff,202500.0,N,F,Married,8228596.995
101301,407520.0,26041.5,360000.0,Cash loans,,202500.0,Y,M,Married,702337.5
101305,378706.5,16173.0,306000.0,Cash loans,,81000.0,Y,F,Married,228681.0
101308,500490.0,59526.0,450000.0,Cash loans,,540000.0,Y,F,Separated,2407500.0
101318,225000.0,13896.0,225000.0,Cash loans,,90000.0,N,F,Married,0.0
101327,848745.0,43465.5,675000.0,Cash loans,,225000.0,Y,M,Married,1264485.69
101329,93829.5,9981.0,81000.0,Cash loans,Laborers,112500.0,Y,F,Single / not married,0.0
101332,248760.0,26919.0,225000.0,Cash loans,,90000.0,Y,F,Married,
101337,1024740.0,55719.0,900000.0,Cash loans,Sales staff,157500.0,Y,F,Married,29412.0
101343,505233.0,21537.0,378000.0,Cash loans,Laborers,180000.0,Y,F,Married,66577.5
101345,83538.0,6592.5,67500.0,Cash loans,,63000.0,N,F,Single / not married,
101346,675000.0,21906.0,675000.0,Cash loans,Laborers,180000.0,Y,M,Married,0.0
101353,900000.0,45954.0,900000.0,Cash loans,,360000.0,N,M,Married,731173.5
101354,256185.0,23625.0,207000.0,Cash loans,Core staff,67500.0,Y,F,Married,382597.875
101355,1157958.0,49189.5,1035000.0,Cash loans,,225000.0,Y,M,Married,1313259.57
101356,552555.0,24466.5,477000.0,Cash loans,,112500.0,Y,F,Married,617872.5
101362,450000.0,14517.0,450000.0,Cash loans,Sales staff,90000.0,Y,F,Married,835349.265
101363,781920.0,42547.5,675000.0,Cash loans,Laborers,315000.0,Y,M,Married,
101365,525735.0,36720.0,450000.0,Cash loans,Cleaning staff,225000.0,Y,F,Civil marriage,0.0
101366,598500.0,19435.5,450000.0,Cash loans,,112500.0,N,F,Single / not married,
101367,296280.0,23539.5,225000.0,Cash loans,Sales staff,112500.0,Y,F,Single / not married,
101368,675000.0,53460.0,675000.0,Cash loans,Managers,450000.0,Y,M,Married,131809.5
101374,790830.0,52978.5,675000.0,Cash loans,Cooking staff,180000.0,N,M,Single / not married,193720.5
101380,495000.0,27769.5,495000.0,Cash loans,High skill tech staff,162000.0,Y,F,Married,0.0
101383,272520.0,16803.0,225000.0,Cash loans,,135000.0,N,M,Married,877386.24
101398,675000.0,38880.0,675000.0,Cash loans,,112500.0,Y,F,Married,0.0
101399,360000.0,25731.0,360000.0,Cash loans,Sales staff,90000.0,N,F,Married,440836.96499999997
101401,1024740.0,55719.0,900000.0,Cash loans,Drivers,157500.0,Y,M,Married,
101412,199008.0,19683.0,180000.0,Cash loans,Core staff,81000.0,N,F,Married,0.0
101426,360000.0,28440.0,360000.0,Cash loans,Laborers,157500.0,Y,M,Civil marriage,151824.51
101427,472500.0,37462.5,472500.0,Cash loans,Cooking staff,225000.0,Y,F,Single / not married,209264.85
101428,254700.0,20119.5,225000.0,Cash loans,Laborers,202500.0,Y,M,Civil marriage,1626228.0
101429,225000.0,17905.5,225000.0,Cash loans,,67500.0,Y,M,Separated,
101434,550980.0,30897.0,450000.0,Cash loans,Private service staff,90000.0,Y,F,Married,0.0
101440,550980.0,43659.0,450000.0,Cash loans,Cleaning staff,90000.0,Y,F,Married,460246.5
101448,206059.5,17815.5,166500.0,Cash loans,Laborers,112500.0,Y,F,Married,
101449,225000.0,17775.0,225000.0,Cash loans,Medicine staff,157500.0,Y,F,Widow,1168704.0
101465,135000.0,14175.0,135000.0,Cash loans,Core staff,202500.0,N,F,Single / not married,382962.375
101467,218938.5,22563.0,189000.0,Cash loans,Drivers,103500.0,Y,M,Married,0.0
101472,119893.5,13041.0,103500.0,Cash loans,Laborers,135000.0,N,M,Civil marriage,0.0
101478,237024.0,12231.0,180000.0,Cash loans,,206100.0,Y,M,Married,494748.0
101497,929088.0,37431.0,720000.0,Cash loans,,247500.0,N,F,Separated,2399071.5
101504,2013840.0,62640.0,1800000.0,Cash loans,HR staff,270000.0,Y,F,Married,417402.0
101547,537471.0,58014.0,495000.0,Cash loans,Sales staff,112500.0,N,F,Married,
101548,407520.0,29655.0,360000.0,Cash loans,Laborers,103500.0,Y,F,Married,203422.14
101555,103500.0,10998.0,103500.0,Cash loans,Laborers,135000.0,Y,F,Married,1225295.685
101570,900000.0,29034.0,900000.0,Cash loans,Managers,112500.0,N,F,Married,248823.0
101572,276277.5,16902.0,238500.0,Cash loans,High skill tech staff,189000.0,Y,F,Married,
101578,135000.0,6750.0,135000.0,Revolving loans,Sales staff,153747.0,Y,F,Married,224608.5
101580,330804.0,14035.5,202500.0,Cash loans,Laborers,117000.0,Y,F,Civil marriage,449023.5
101588,769527.0,32733.0,612000.0,Cash loans,,90000.0,Y,F,Married,158782.5
101602,453366.0,29101.5,400500.0,Cash loans,Sales staff,103500.0,N,F,Single / not married,0.0
101610,315000.0,33205.5,315000.0,Cash loans,Sales staff,180000.0,N,F,Married,2385996.0300000003
101614,1208304.0,54031.5,1080000.0,Cash loans,,180000.0,N,M,Married,
101616,58500.0,6939.0,58500.0,Cash loans,Cooking staff,58500.0,N,F,Married,0.0
101643,272520.0,21658.5,225000.0,Cash loans,Laborers,202500.0,Y,F,Married,392301.36
101644,547344.0,28075.5,472500.0,Cash loans,Laborers,270000.0,N,M,Married,1045062.0
101649,267102.0,27499.5,247500.0,Cash loans,Low-skill Laborers,180000.0,N,M,Married,517545.0
101650,245268.0,19507.5,202500.0,Cash loans,Sales staff,126000.0,N,F,Civil marriage,
101665,360000.0,15264.0,360000.0,Cash loans,,90000.0,N,F,Widow,0.0
101667,440784.0,27094.5,360000.0,Cash loans,,135000.0,N,F,Single / not married,0.0
101669,98109.0,7267.5,81000.0,Cash loans,,67500.0,Y,F,Widow,128889.0
101674,552555.0,30105.0,477000.0,Cash loans,Managers,234000.0,N,M,Separated,1097131.5
101675,225000.0,22252.5,225000.0,Cash loans,Sales staff,180000.0,N,F,Single / not married,
101678,675000.0,25578.0,675000.0,Cash loans,Laborers,171000.0,Y,F,Married,384241.5
101682,135000.0,16020.0,135000.0,Cash loans,Accountants,135000.0,N,F,Single / not married,298147.5
101686,177768.0,7960.5,135000.0,Cash loans,Security staff,90000.0,Y,F,Widow,37867.5
101697,389844.0,18751.5,315000.0,Cash loans,Laborers,180000.0,Y,M,Married,
101700,675000.0,36747.0,675000.0,Cash loans,,135000.0,N,F,Married,1367748.0
101711,248760.0,25618.5,225000.0,Cash loans,,90000.0,Y,M,Married,
101714,906660.0,34308.0,675000.0,Cash loans,,202500.0,Y,F,Married,86854.5
101715,424255.5,33646.5,346500.0,Cash loans,Cleaning staff,112500.0,Y,F,Married,136530.0
101728,543037.5,30451.5,463500.0,Cash loans,Managers,157500.0,Y,F,Widow,0.0
101732,218016.0,17352.0,180000.0,Cash loans,,157500.0,Y,F,Married,716083.02
101757,174132.0,20664.0,157500.0,Cash loans,,94500.0,N,F,Civil marriage,559201.5
101758,163512.0,10449.0,135000.0,Cash loans,,216000.0,Y,M,Civil marriage,1153062.0
101759,468333.0,30060.0,382500.0,Cash loans,Laborers,157500.0,N,F,Married,54963.0
101762,941580.0,98874.0,900000.0,Cash loans,Managers,675000.0,N,F,Married,0.0
101764,272520.0,21528.0,225000.0,Cash loans,Sales staff,157500.0,N,F,Married,159439.5
101780,432990.0,34339.5,382500.0,Cash loans,Drivers,225000.0,Y,M,Married,923341.5
101784,1030680.0,63184.5,900000.0,Cash loans,Laborers,261000.0,Y,M,Civil marriage,0.0
101789,1350000.0,43681.5,1350000.0,Cash loans,High skill tech staff,337500.0,Y,M,Married,1631983.725
101816,420498.0,20358.0,351000.0,Cash loans,,90000.0,Y,F,Widow,
101819,135000.0,11583.0,135000.0,Cash loans,Drivers,180000.0,Y,M,Married,686713.5
101827,460692.0,17496.0,301500.0,Cash loans,,112500.0,Y,F,Married,0.0
101863,225000.0,10822.5,225000.0,Cash loans,Laborers,360000.0,Y,M,Married,470529.0
101867,769896.0,61857.0,720000.0,Cash loans,Sales staff,144000.0,N,F,Married,0.0
101870,670500.0,38623.5,670500.0,Cash loans,,135000.0,N,F,Civil marriage,0.0
101873,407520.0,32328.0,360000.0,Cash loans,Laborers,112500.0,Y,M,Married,586490.895
101878,393543.0,20223.0,328500.0,Cash loans,Core staff,292500.0,Y,M,Married,1294114.5
101879,986418.0,45837.0,810000.0,Cash loans,,225000.0,N,F,Married,207288.0
101880,819000.0,39532.5,819000.0,Cash loans,Sales staff,360000.0,Y,F,Married,588429.0
101887,1094688.0,39451.5,945000.0,Cash loans,Sales staff,247500.0,Y,M,Married,1281168.0
101897,539100.0,26064.0,450000.0,Cash loans,,90000.0,N,F,Widow,0.0
101901,509400.0,32683.5,450000.0,Cash loans,Accountants,135000.0,Y,F,Married,0.0
101903,265500.0,17869.5,265500.0,Cash loans,Drivers,135000.0,Y,M,Single / not married,141336.0
101920,958225.5,92529.0,904500.0,Cash loans,Drivers,360000.0,Y,M,Married,1133883.0
101921,1575000.0,65128.5,1575000.0,Cash loans,Sales staff,157500.0,Y,F,Married,0.0
101922,172597.5,8433.0,117000.0,Cash loans,,121500.0,Y,M,Married,0.0
101961,265500.0,16965.0,265500.0,Cash loans,Waiters/barmen staff,94500.0,N,M,Single / not married,
101962,112500.0,11812.5,112500.0,Cash loans,Core staff,202500.0,Y,M,Married,0.0
101971,454500.0,19386.0,454500.0,Cash loans,Laborers,135000.0,N,M,Married,
101976,407520.0,32328.0,360000.0,Cash loans,Sales staff,171000.0,N,M,Separated,
102002,729792.0,39721.5,630000.0,Cash loans,Sales staff,225000.0,Y,F,Married,146124.0
102005,1354500.0,47209.5,1354500.0,Cash loans,Core staff,189000.0,Y,F,Married,0.0
102007,332946.0,17127.0,238500.0,Cash loans,Drivers,162000.0,N,M,Married,274098.42000000004
102017,539100.0,22968.0,450000.0,Cash loans,Sales staff,216000.0,Y,F,Widow,0.0
102019,481176.0,24696.0,360000.0,Cash loans,,180000.0,Y,M,Married,297141.57
102029,296280.0,23539.5,225000.0,Cash loans,Medicine staff,112500.0,Y,F,Married,0.0
102051,450000.0,23107.5,450000.0,Cash loans,,180000.0,Y,F,Civil marriage,295930.98
